Cell type,Gene ID,Gene name,Gene biotype,FC,FDR,,,,,
AST-FB,ENSG00000154217,PITPNC1,protein_coding,2.200812018,5.3923E-230,,,,,
AST-FB,ENSG00000185737,NRG3,protein_coding,1.138103504,5.4031E-219,,,,,
AST-FB,ENSG00000182667,NTM,protein_coding,1.773691529,3.3598E-214,,,,,
AST-FB,ENSG00000151322,NPAS3,protein_coding,2.00841053,1.601E-210,,,,,
AST-FB,ENSG00000127603,MACF1,protein_coding,1.625495254,9.7934E-210,,,,,
AST-FB,ENSG00000080493,SLC4A4,protein_coding,2.004646587,6.2596E-194,,,,,
AST-FB,ENSG00000153944,MSI2,protein_coding,1.853060347,4.6502E-187,,,,,
AST-FB,ENSG00000175497,DPP10,protein_coding,2.556333568,3.1729E-186,,,,,
AST-FB,ENSG00000069667,RORA,protein_coding,1.757917463,5.0345E-182,,,,,
AST-FB,ENSG00000095637,SORBS1,protein_coding,1.846804572,2.6055E-180,,,,,
AST-FB,ENSG00000170390,DCLK2,protein_coding,1.803936963,1.6859E-178,,,,,
AST-FB,ENSG00000169862,CTNND2,protein_coding,1.249335262,7.7829E-177,,,,,
AST-FB,ENSG00000080573,COL5A3,protein_coding,1.853033911,7.9649E-169,,,,,
AST-FB,ENSG00000185532,PRKG1,protein_coding,1.996123461,3.4777E-165,,,,,
AST-FB,ENSG00000155816,FMN2,protein_coding,1.733311037,5.5069E-160,,,,,
AST-FB,ENSG00000120885,CLU,protein_coding,1.927315517,3.4715E-158,,,,,
AST-FB,ENSG00000198838,RYR3,protein_coding,1.88999352,3.4715E-158,,,,,
AST-FB,ENSG00000107317,PTGDS,protein_coding,1.94230014,8.8673E-156,,,,,
AST-FB,ENSG00000144040,SFXN5,protein_coding,1.678955021,1.2644E-155,,,,,
AST-FB,ENSG00000154310,TNIK,protein_coding,1.705697586,7.5148E-153,,,,,
AST-FB,ENSG00000215386,MIR99AHG,lincRNA,1.531779144,2.9681E-150,,,,,
AST-FB,ENSG00000130203,APOE,protein_coding,1.831009291,5.0765E-147,,,,,
AST-FB,ENSG00000125462,C1orf61,protein_coding,1.636895544,1.5121E-145,,,,,
AST-FB,ENSG00000130287,NCAN,protein_coding,1.460124834,1.3966E-138,,,,,
AST-FB,ENSG00000131095,GFAP,protein_coding,1.378462245,4.4247E-135,,,,,
AST-FB,ENSG00000179915,NRXN1,protein_coding,1.015378245,1.4342E-133,,,,,
AST-FB,ENSG00000165795,NDRG2,protein_coding,1.523821198,6.1901E-133,,,,,
AST-FB,ENSG00000136297,MMD2,protein_coding,1.487796033,2.4641E-130,,,,,
AST-FB,ENSG00000068078,FGFR3,protein_coding,1.320612557,3.3198E-130,,,,,
AST-FB,ENSG00000099204,ABLIM1,protein_coding,1.50691446,3.2658E-129,,,,,
AST-FB,ENSG00000158467,AHCYL2,protein_coding,1.453984316,9.7016E-129,,,,,
AST-FB,ENSG00000107249,GLIS3,protein_coding,1.469563995,7.6008E-128,,,,,
AST-FB,ENSG00000163288,GABRB1,protein_coding,1.645560252,2.5937E-126,,,,,
AST-FB,ENSG00000100033,PRODH,protein_coding,1.229059018,3.2156E-126,,,,,
AST-FB,ENSG00000078114,NEBL,protein_coding,1.541125714,1.2916E-121,,,,,
AST-FB,ENSG00000101439,CST3,protein_coding,1.500704662,1.362E-121,,,,,
AST-FB,ENSG00000136002,ARHGEF4,protein_coding,1.247883356,5.3686E-121,,,,,
AST-FB,ENSG00000079691,LRRC16A,protein_coding,1.510117386,6.6722E-121,,,,,
AST-FB,ENSG00000171885,AQP4,protein_coding,1.305740646,5.0835E-120,,,,,
AST-FB,ENSG00000185942,NKAIN3,protein_coding,1.619224933,1.5529E-118,,,,,
AST-FB,ENSG00000151914,DST,protein_coding,1.163116858,1.7863E-117,,,,,
AST-FB,ENSG00000152583,SPARCL1,protein_coding,1.62561919,1.2392E-116,,,,,
AST-FB,ENSG00000165995,CACNB2,protein_coding,1.658382163,1.5974E-114,,,,,
AST-FB,ENSG00000148660,CAMK2G,protein_coding,1.228691558,7.1349E-114,,,,,
AST-FB,ENSG00000182985,CADM1,protein_coding,1.423423676,2.2412E-110,,,,,
AST-FB,ENSG00000148053,NTRK2,protein_coding,1.260858732,6.2663E-110,,,,,
AST-FB,ENSG00000111783,RFX4,protein_coding,1.249191372,2.1617E-109,,,,,
AST-FB,ENSG00000239268,RP11-384F7.2,lincRNA,1.45023055,3.2077E-108,,,,,
AST-FB,ENSG00000185818,NAT8L,protein_coding,1.178926056,6.7678E-106,,,,,
AST-FB,ENSG00000087250,MT3,protein_coding,1.318831303,1.3138E-104,,,,,
AST-FB,ENSG00000018625,ATP1A2,protein_coding,1.289033953,2.6193E-104,,,,,
AST-FB,ENSG00000078295,ADCY2,protein_coding,1.441804435,1.586E-101,,,,,
AST-FB,ENSG00000116117,PARD3B,protein_coding,1.271354915,1.6899E-99,,,,,
AST-FB,ENSG00000138696,BMPR1B,protein_coding,1.120196121,1.00274E-96,,,,,
AST-FB,ENSG00000125148,MT2A,protein_coding,1.240026432,2.4443E-96,,,,,
AST-FB,ENSG00000135821,GLUL,protein_coding,1.317352024,3.92264E-94,,,,,
AST-FB,ENSG00000138771,SHROOM3,protein_coding,1.097698398,7.91621E-92,,,,,
AST-FB,ENSG00000147509,RGS20,protein_coding,1.017775333,4.36916E-91,,,,,
AST-FB,ENSG00000149090,PAMR1,protein_coding,1.070589236,1.47677E-90,,,,,
AST-FB,ENSG00000167614,TTYH1,protein_coding,1.062700453,4.41159E-88,,,,,
AST-FB,ENSG00000148672,GLUD1,protein_coding,1.042723795,4.01199E-86,,,,,
AST-FB,ENSG00000154229,PRKCA,protein_coding,1.142537598,2.10671E-82,,,,,
AST-FB,ENSG00000135540,NHSL1,protein_coding,1.074311133,8.60342E-82,,,,,
AST-FB,ENSG00000162599,NFIA,protein_coding,1.233897144,4.7788E-81,,,,,
AST-FB,ENSG00000144893,MED12L,protein_coding,1.034018487,1.11041E-80,,,,,
AST-FB,ENSG00000245526,LINC00461,lincRNA,1.08676616,2.25417E-78,,,,,
AST-FB,ENSG00000109472,CPE,protein_coding,1.219213466,8.14772E-78,,,,,
AST-FB,ENSG00000197360,ZNF98,protein_coding,1.107905665,3.81756E-75,,,,,
AST-FB,ENSG00000245532,NEAT1,lincRNA,1.321663068,9.06017E-75,,,,,
AST-FB,ENSG00000104447,TRPS1,protein_coding,1.103336235,1.06819E-74,,,,,
AST-FB,ENSG00000046889,PREX2,protein_coding,1.135874194,4.31755E-74,,,,,
AST-FB,ENSG00000172987,HPSE2,protein_coding,1.217005171,6.60471E-73,,,,,
AST-FB,ENSG00000182050,MGAT4C,protein_coding,1.388113552,1.48817E-72,,,,,
AST-FB,ENSG00000147408,CSGALNACT1,protein_coding,1.00027122,3.87479E-66,,,,,
AST-FB,ENSG00000183580,FBXL7,protein_coding,1.165659514,2.38027E-65,,,,,
AST-FB,ENSG00000165323,FAT3,protein_coding,1.067635004,4.15772E-65,,,,,
AST-FB,ENSG00000186153,WWOX,protein_coding,1.066389797,5.56848E-65,,,,,
AST-FB,ENSG00000228222,AC074363.1,lincRNA,1.079594688,2.39333E-59,,,,,
AST-FB,ENSG00000069020,MAST4,protein_coding,1.021868463,1.03327E-57,,,,,
AST-FB,ENSG00000123104,ITPR2,protein_coding,1.015307644,1.51306E-54,,,,,
AST-FB,ENSG00000181722,ZBTB20,protein_coding,1.023360259,6.54917E-48,,,,,
Microglia,ENSG00000067798,NAV3,protein_coding,2.473269893,0,,,,,
Microglia,ENSG00000068305,MEF2A,protein_coding,3.109109111,0,,,,,
Microglia,ENSG00000073849,ST6GAL1,protein_coding,3.440313722,0,,,,,
Microglia,ENSG00000077420,APBB1IP,protein_coding,3.37666216,0,,,,,
Microglia,ENSG00000081189,MEF2C,protein_coding,2.668474172,0,,,,,
Microglia,ENSG00000082074,FYB,protein_coding,2.511106246,0,,,,,
Microglia,ENSG00000107099,DOCK8,protein_coding,3.242580285,0,,,,,
Microglia,ENSG00000120594,PLXDC2,protein_coding,4.52013323,0,,,,,
Microglia,ENSG00000123104,ITPR2,protein_coding,3.231247263,0,,,,,
Microglia,ENSG00000128512,DOCK4,protein_coding,3.230224348,0,,,,,
Microglia,ENSG00000138639,ARHGAP24,protein_coding,3.182916627,0,,,,,
Microglia,ENSG00000148655,C10orf11,protein_coding,4.120454254,0,,,,,
Microglia,ENSG00000151474,FRMD4A,protein_coding,3.370020605,0,,,,,
Microglia,ENSG00000169313,P2RY12,protein_coding,2.757839759,0,,,,,
Microglia,ENSG00000182601,HS3ST4,protein_coding,3.076022224,0,,,,,
Microglia,ENSG00000184156,KCNQ3,protein_coding,2.866664734,0,,,,,
Microglia,ENSG00000196369,SRGAP2B,protein_coding,2.786267964,0,,,,,
Microglia,ENSG00000198879,SFMBT2,protein_coding,3.24262309,0,,,,,
Microglia,ENSG00000266028,SRGAP2,protein_coding,3.443236991,0,,,,,
Microglia,ENSG00000137642,SORL1,protein_coding,2.46640577,0,,,,,
Microglia,ENSG00000042980,ADAM28,protein_coding,2.492495298,0,,,,,
Microglia,ENSG00000125730,C3,protein_coding,2.475584888,0,,,,,
Microglia,ENSG00000196782,MAML3,protein_coding,2.548964824,0,,,,,
Microglia,ENSG00000147202,DIAPH2,protein_coding,2.428970217,0,,,,,
Microglia,ENSG00000168675,LDLRAD4,protein_coding,2.393777649,0,,,,,
Microglia,ENSG00000273749,CYFIP1,protein_coding,2.320033515,1.6128E-302,,,,,
Microglia,ENSG00000159216,RUNX1,protein_coding,2.422356063,3.4328E-301,,,,,
Microglia,ENSG00000171943,SRGAP2C,protein_coding,2.268880302,3.0415E-293,,,,,
Microglia,ENSG00000101463,SYNDIG1,protein_coding,2.47108665,6.5213E-292,,,,,
Microglia,ENSG00000181804,SLC9A9,protein_coding,2.461510014,8.854E-289,,,,,
Microglia,ENSG00000059377,TBXAS1,protein_coding,2.305696882,2.6105E-288,,,,,
Microglia,ENSG00000136250,AOAH,protein_coding,2.301972061,8.2897E-287,,,,,
Microglia,ENSG00000104043,ATP8B4,protein_coding,2.223164715,4.3559E-281,,,,,
Microglia,ENSG00000146090,RASGEF1C,protein_coding,2.240927801,5.9758E-279,,,,,
Microglia,ENSG00000168918,INPP5D,protein_coding,2.258411787,4.0088E-278,,,,,
Microglia,ENSG00000253535,RP11-624C23.1,antisense,2.193439495,3.3353E-274,,,,,
Microglia,ENSG00000170776,AKAP13,protein_coding,2.095812552,1.0724E-269,,,,,
Microglia,ENSG00000139679,LPAR6,protein_coding,2.150702125,7.6488E-264,,,,,
Microglia,ENSG00000079819,EPB41L2,protein_coding,2.198306005,1.0647E-257,,,,,
Microglia,ENSG00000065413,ANKRD44,protein_coding,2.033617228,4.6223E-247,,,,,
Microglia,ENSG00000159842,ABR,protein_coding,1.966958568,1.7378E-233,,,,,
Microglia,ENSG00000128805,ARHGAP22,protein_coding,1.970076727,8.4784E-232,,,,,
Microglia,ENSG00000182578,CSF1R,protein_coding,2.024135478,3.4195E-231,,,,,
Microglia,ENSG00000198223,CSF2RA,protein_coding,2.00007952,4.2127E-230,,,,,
Microglia,ENSG00000184005,ST6GALNAC3,protein_coding,2.224699715,1.9013E-226,,,,,
Microglia,ENSG00000145819,ARHGAP26,protein_coding,2.127696438,5.8657E-225,,,,,
Microglia,ENSG00000149177,PTPRJ,protein_coding,1.892544553,2.2181E-222,,,,,
Microglia,ENSG00000137491,SLCO2B1,protein_coding,1.907450968,2.1142E-221,,,,,
Microglia,ENSG00000152601,MBNL1,protein_coding,1.86690537,8.2948E-221,,,,,
Microglia,ENSG00000173068,BNC2,protein_coding,1.85999607,8.7936E-221,,,,,
Microglia,ENSG00000019582,CD74,protein_coding,2.009220539,1.244E-219,,,,,
Microglia,ENSG00000155307,SAMSN1,protein_coding,1.920413838,1.6999E-219,,,,,
Microglia,ENSG00000054611,TBC1D22A,protein_coding,1.801539292,2.1647E-218,,,,,
Microglia,ENSG00000112799,LY86,protein_coding,1.821276724,3.1197E-211,,,,,
Microglia,ENSG00000183023,SLC8A1,protein_coding,2.145326308,1.8439E-209,,,,,
Microglia,ENSG00000228651,RP11-556E13.1,antisense,1.896726609,2.133E-208,,,,,
Microglia,ENSG00000175899,A2M,protein_coding,1.828124239,3.9135E-207,,,,,
Microglia,ENSG00000168329,CX3CR1,protein_coding,1.795805438,6.9768E-206,,,,,
Microglia,ENSG00000140836,ZFHX3,protein_coding,1.83064437,4.2398E-205,,,,,
Microglia,ENSG00000227082,CH17-437K3.1,lincRNA,1.818338723,4.2679E-204,,,,,
Microglia,ENSG00000081237,PTPRC,protein_coding,1.833607198,1.5709E-203,,,,,
Microglia,ENSG00000153310,FAM49B,protein_coding,1.776181231,2.6637E-203,,,,,
Microglia,ENSG00000138756,BMP2K,protein_coding,1.671067156,2.976E-200,,,,,
Microglia,ENSG00000273409,RP11-480C22.1,lincRNA,1.834875826,1.4518E-199,,,,,
Microglia,ENSG00000165025,SYK,protein_coding,1.777772836,3.7102E-199,,,,,
Microglia,ENSG00000134516,DOCK2,protein_coding,1.688072058,7.8028E-199,,,,,
Microglia,ENSG00000125257,ABCC4,protein_coding,1.752777627,1.1282E-198,,,,,
Microglia,ENSG00000048052,HDAC9,protein_coding,2.125913423,1.5477E-193,,,,,
Microglia,ENSG00000107719,PALD1,protein_coding,1.635732558,3.5641E-189,,,,,
Microglia,ENSG00000123066,MED13L,protein_coding,1.590982472,6.2827E-187,,,,,
Microglia,ENSG00000106034,CPED1,protein_coding,1.650304864,1.5703E-186,,,,,
Microglia,ENSG00000149311,ATM,protein_coding,1.571427612,8.9247E-185,,,,,
Microglia,ENSG00000139083,ETV6,protein_coding,1.620388529,1.023E-184,,,,,
Microglia,ENSG00000079277,MKNK1,protein_coding,1.526667455,2.2666E-183,,,,,
Microglia,ENSG00000075884,ARHGAP15,protein_coding,1.651720741,1.1567E-181,,,,,
Microglia,ENSG00000033867,SLC4A7,protein_coding,1.435073715,2.8005E-179,,,,,
Microglia,ENSG00000077549,CAPZB,protein_coding,1.545681019,4.9826E-178,,,,,
Microglia,ENSG00000145390,USP53,protein_coding,1.563443338,2.0098E-176,,,,,
Microglia,ENSG00000071073,MGAT4A,protein_coding,1.519195039,3.2035E-176,,,,,
Microglia,ENSG00000172985,SH3RF3,protein_coding,1.618951509,4.1992E-175,,,,,
Microglia,ENSG00000095585,BLNK,protein_coding,1.603542736,6.4391E-174,,,,,
Microglia,ENSG00000154237,LRRK1,protein_coding,1.536189774,3.3519E-171,,,,,
Microglia,ENSG00000163694,RBM47,protein_coding,1.48871997,6.9003E-169,,,,,
Microglia,ENSG00000127124,HIVEP3,protein_coding,1.592519808,5.9596E-167,,,,,
Microglia,ENSG00000128573,FOXP2,protein_coding,1.860997096,1.0773E-164,,,,,
Microglia,ENSG00000154822,PLCL2,protein_coding,1.532652725,3.6254E-164,,,,,
Microglia,ENSG00000155849,ELMO1,protein_coding,1.775145858,4.6154E-164,,,,,
Microglia,ENSG00000053254,FOXN3,protein_coding,1.364154536,6.9103E-164,,,,,
Microglia,ENSG00000142347,MYO1F,protein_coding,1.409011566,1.0002E-163,,,,,
Microglia,ENSG00000120254,MTHFD1L,protein_coding,1.453032852,9.4497E-163,,,,,
Microglia,ENSG00000053524,MCF2L2,protein_coding,1.504377269,1.9547E-162,,,,,
Microglia,ENSG00000073921,PICALM,protein_coding,1.4805989,1.1285E-161,,,,,
Microglia,ENSG00000251562,MALAT1,lincRNA,1.117180949,7.9612E-161,,,,,
Microglia,ENSG00000055208,TAB2,protein_coding,1.33669006,3.5912E-158,,,,,
Microglia,ENSG00000145685,LHFPL2,protein_coding,1.398335398,7.0659E-158,,,,,
Microglia,ENSG00000140548,ZNF710,protein_coding,1.404534956,7.4569E-157,,,,,
Microglia,ENSG00000173369,C1QB,protein_coding,1.578761464,1.2059E-156,,,,,
Microglia,ENSG00000147010,SH3KBP1,protein_coding,1.336663299,1.7717E-155,,,,,
Microglia,ENSG00000065243,PKN2,protein_coding,1.320873504,8.6061E-154,,,,,
Microglia,ENSG00000151702,FLI1,protein_coding,1.344295335,6.1716E-153,,,,,
Microglia,ENSG00000108654,DDX5,protein_coding,1.233019193,3.5788E-150,,,,,
Microglia,ENSG00000132334,PTPRE,protein_coding,1.403247826,9.9421E-150,,,,,
Microglia,ENSG00000139132,FGD4,protein_coding,1.411128956,2.2739E-149,,,,,
Microglia,ENSG00000182247,UBE2E2,protein_coding,1.511512327,2.9674E-149,,,,,
Microglia,ENSG00000005020,SKAP2,protein_coding,1.356854374,4.6074E-149,,,,,
Microglia,ENSG00000137478,FCHSD2,protein_coding,1.594416256,4.8418E-149,,,,,
Microglia,ENSG00000130066,SAT1,protein_coding,1.554865039,1.4653E-147,,,,,
Microglia,ENSG00000054282,SDCCAG8,protein_coding,1.356035591,3.3E-147,,,,,
Microglia,ENSG00000141298,SSH2,protein_coding,1.397031091,1.0303E-146,,,,,
Microglia,ENSG00000153814,JAZF1,protein_coding,1.455811763,4.0811E-145,,,,,
Microglia,ENSG00000153208,MERTK,protein_coding,1.431229774,1.0806E-144,,,,,
Microglia,ENSG00000196218,RYR1,protein_coding,1.277932012,6.9203E-143,,,,,
Microglia,ENSG00000076641,PAG1,protein_coding,1.254762145,2.7153E-141,,,,,
Microglia,ENSG00000229751,RP11-142M10.2,antisense,1.24011645,4.8957E-141,,,,,
Microglia,ENSG00000197442,MAP3K5,protein_coding,1.506768895,1.9218E-140,,,,,
Microglia,ENSG00000135655,USP15,protein_coding,1.223341848,3.4326E-140,,,,,
Microglia,ENSG00000107263,RAPGEF1,protein_coding,1.272775195,6.9779E-140,,,,,
Microglia,ENSG00000027697,IFNGR1,protein_coding,1.210603515,3.3343E-139,,,,,
Microglia,ENSG00000162511,LAPTM5,protein_coding,1.2654887,1.7377E-137,,,,,
Microglia,ENSG00000136141,LRCH1,protein_coding,1.166870258,4.2791E-136,,,,,
Microglia,ENSG00000143669,LYST,protein_coding,1.310086171,1.5307E-135,,,,,
Microglia,ENSG00000161791,FMNL3,protein_coding,1.287562901,2.2251E-135,,,,,
Microglia,ENSG00000177885,GRB2,protein_coding,1.054621088,7.5473E-135,,,,,
Microglia,ENSG00000156639,ZFAND3,protein_coding,1.314618654,2.5722E-134,,,,,
Microglia,ENSG00000135749,PCNXL2,protein_coding,1.397357823,1.3982E-132,,,,,
Microglia,ENSG00000100280,AP1B1,protein_coding,1.120376645,3.2971E-132,,,,,
Microglia,ENSG00000084070,SMAP2,protein_coding,1.151321986,6.9463E-131,,,,,
Microglia,ENSG00000136044,APPL2,protein_coding,1.035192225,1.2182E-130,,,,,
Microglia,ENSG00000145687,SSBP2,protein_coding,1.311363207,2.2582E-130,,,,,
Microglia,ENSG00000048471,SNX29,protein_coding,1.205175586,9.6548E-130,,,,,
Microglia,ENSG00000171310,CHST11,protein_coding,1.608176361,1.2223E-128,,,,,
Microglia,ENSG00000254087,LYN,protein_coding,1.225839985,1.1347E-127,,,,,
Microglia,ENSG00000180233,ZNRF2,protein_coding,1.061055698,1.5439E-126,,,,,
Microglia,ENSG00000087253,LPCAT2,protein_coding,1.227075957,3.9678E-126,,,,,
Microglia,ENSG00000184060,ADAP2,protein_coding,1.105297415,7.101E-126,,,,,
Microglia,ENSG00000185305,ARL15,protein_coding,1.452808687,1.1603E-125,,,,,
Microglia,ENSG00000184384,MAML2,protein_coding,1.719130456,3.7251E-125,,,,,
Microglia,ENSG00000171914,TLN2,protein_coding,1.202638977,4.4504E-125,,,,,
Microglia,ENSG00000198382,UVRAG,protein_coding,1.160183535,9.3064E-123,,,,,
Microglia,ENSG00000033800,PIAS1,protein_coding,1.08512022,1.7277E-121,,,,,
Microglia,ENSG00000185811,IKZF1,protein_coding,1.182621251,5.8038E-121,,,,,
Microglia,ENSG00000134352,IL6ST,protein_coding,1.157217004,2.5723E-120,,,,,
Microglia,ENSG00000173372,C1QA,protein_coding,1.173853264,5.3875E-120,,,,,
Microglia,ENSG00000148429,USP6NL,protein_coding,1.007914302,1.6749E-119,,,,,
Microglia,ENSG00000075391,RASAL2,protein_coding,1.474902799,1.8312E-119,,,,,
Microglia,ENSG00000141506,PIK3R5,protein_coding,1.138850342,1.8768E-119,,,,,
Microglia,ENSG00000162946,DISC1,protein_coding,1.272409199,7.4217E-119,,,,,
Microglia,ENSG00000033327,GAB2,protein_coding,1.247826727,5.1146E-118,,,,,
Microglia,ENSG00000176597,B3GNT5,protein_coding,1.11534112,1.2167E-117,,,,,
Microglia,ENSG00000159189,C1QC,protein_coding,1.239357209,1.0277E-116,,,,,
Microglia,ENSG00000131374,TBC1D5,protein_coding,1.140358922,1.0522E-116,,,,,
Microglia,ENSG00000129534,MIS18BP1,protein_coding,1.061016523,4.7743E-116,,,,,
Microglia,ENSG00000177200,CHD9,protein_coding,1.139800062,6.2033E-116,,,,,
Microglia,ENSG00000119535,CSF3R,protein_coding,1.127090045,9.3989E-116,,,,,
Microglia,ENSG00000118007,STAG1,protein_coding,1.092855822,1.0144E-114,,,,,
Microglia,ENSG00000064999,ANKS1A,protein_coding,1.072197394,1.9341E-114,,,,,
Microglia,ENSG00000163565,IFI16,protein_coding,1.106289905,1.2017E-113,,,,,
Microglia,ENSG00000102445,KIAA0226L,protein_coding,1.011781374,1.2612E-113,,,,,
Microglia,ENSG00000163219,ARHGAP25,protein_coding,1.031027752,6.4469E-113,,,,,
Microglia,ENSG00000114450,GNB4,protein_coding,1.069044664,1.4002E-112,,,,,
Microglia,ENSG00000116473,RAP1A,protein_coding,1.043680863,8.263E-112,,,,,
Microglia,ENSG00000166068,SPRED1,protein_coding,1.12832927,1.6446E-111,,,,,
Microglia,ENSG00000173926,MARCH3,protein_coding,1.08688467,3.7687E-111,,,,,
Microglia,ENSG00000101336,HCK,protein_coding,1.046923212,9.7589E-111,,,,,
Microglia,ENSG00000136111,TBC1D4,protein_coding,1.07071991,2.8157E-109,,,,,
Microglia,ENSG00000129667,RHBDF2,protein_coding,1.039500666,4.1854E-109,,,,,
Microglia,ENSG00000197943,PLCG2,protein_coding,1.018171933,3.1657E-108,,,,,
Microglia,ENSG00000172493,AFF1,protein_coding,1.068190429,7.0007E-108,,,,,
Microglia,ENSG00000163513,TGFBR2,protein_coding,1.083073215,1.9931E-107,,,,,
Microglia,ENSG00000164190,NIPBL,protein_coding,1.015337561,2.2984E-107,,,,,
Microglia,ENSG00000124813,RUNX2,protein_coding,1.09265741,7.4174E-107,,,,,
Microglia,ENSG00000165322,ARHGAP12,protein_coding,1.001677101,8.1518E-107,,,,,
Microglia,ENSG00000205542,TMSB4X,protein_coding,1.403067384,1.0134E-106,,,,,
Microglia,ENSG00000260314,MRC1,protein_coding,1.039610445,1.1956E-106,,,,,
Microglia,ENSG00000114013,CD86,protein_coding,1.033398912,5.9895E-106,,,,,
Microglia,ENSG00000148908,RGS10,protein_coding,1.030608997,2.8665E-105,,,,,
Microglia,ENSG00000182389,CACNB4,protein_coding,1.300008871,4.3927E-105,,,,,
Microglia,ENSG00000197520,FAM177B,protein_coding,1.023468427,1.241E-104,,,,,
Microglia,ENSG00000138185,ENTPD1,protein_coding,1.020561174,9.1225E-102,,,,,
Microglia,ENSG00000106799,TGFBR1,protein_coding,1.018337142,1.2947E-101,,,,,
Microglia,ENSG00000130449,ZSWIM6,protein_coding,1.200283215,2.2693E-101,,,,,
Microglia,ENSG00000147408,CSGALNACT1,protein_coding,1.188800792,2.3472E-100,,,,,
Microglia,ENSG00000183049,CAMK1D,protein_coding,1.349505122,3.0177E-100,,,,,
Microglia,ENSG00000017260,ATP2C1,protein_coding,1.042625133,3.8513E-100,,,,,
Microglia,ENSG00000196405,EVL,protein_coding,1.009697287,5.9636E-100,,,,,
Microglia,ENSG00000231607,DLEU2,antisense,1.086253597,1.0608E-99,,,,,
Microglia,ENSG00000152270,PDE3B,protein_coding,1.032426909,4.2711E-98,,,,,
Microglia,ENSG00000232591,RP5-1031D4.2,lincRNA,1.019144605,2.94428E-96,,,,,
Microglia,ENSG00000164808,SPIDR,protein_coding,1.063498079,1.41894E-93,,,,,
Microglia,ENSG00000166833,NAV2,protein_coding,1.174826427,2.64628E-93,,,,,
Microglia,ENSG00000178573,MAF,protein_coding,1.008596782,1.38624E-90,,,,,
Microglia,ENSG00000248905,FMN1,protein_coding,1.121632302,5.85353E-90,,,,,
Microglia,ENSG00000166710,B2M,protein_coding,1.086300531,2.07169E-82,,,,,
Microglia,ENSG00000087086,FTL,protein_coding,1.021272274,2.70482E-80,,,,,
Microglia,ENSG00000184903,IMMP2L,protein_coding,1.08285434,2.81636E-80,,,,,
Microglia,ENSG00000131773,KHDRBS3,protein_coding,1.179216859,1.26648E-74,,,,,
Microglia,ENSG00000048740,CELF2,protein_coding,1.155137063,3.4007E-73,,,,,
Microglia,ENSG00000146555,SDK1,protein_coding,1.150095481,1.27142E-66,,,,,
Microglia,ENSG00000245532,NEAT1,lincRNA,1.182328207,1.94282E-62,,,,,
Oligodendrocytes,ENSG00000013297,CLDN11,protein_coding,3.111493285,0,,,,,
Oligodendrocytes,ENSG00000070214,SLC44A1,protein_coding,3.502558319,0,,,,,
Oligodendrocytes,ENSG00000081913,PHLPP1,protein_coding,2.473782836,0,,,,,
Oligodendrocytes,ENSG00000091513,TF,protein_coding,2.721246358,0,,,,,
Oligodendrocytes,ENSG00000112531,QKI,protein_coding,2.842349553,0,,,,,
Oligodendrocytes,ENSG00000112893,MAN2A1,protein_coding,2.872731322,0,,,,,
Oligodendrocytes,ENSG00000114541,FRMD4B,protein_coding,2.52256542,0,,,,,
Oligodendrocytes,ENSG00000115896,PLCL1,protein_coding,2.791946349,0,,,,,
Oligodendrocytes,ENSG00000123560,PLP1,protein_coding,5.073422307,0,,,,,
Oligodendrocytes,ENSG00000135525,MAP7,protein_coding,2.859517688,0,,,,,
Oligodendrocytes,ENSG00000135905,DOCK10,protein_coding,2.57378053,0,,,,,
Oligodendrocytes,ENSG00000136960,ENPP2,protein_coding,2.489852188,0,,,,,
Oligodendrocytes,ENSG00000137941,TTLL7,protein_coding,2.695818087,0,,,,,
Oligodendrocytes,ENSG00000147488,ST18,protein_coding,4.200969548,0,,,,,
Oligodendrocytes,ENSG00000150867,PIP4K2A,protein_coding,3.019884274,0,,,,,
Oligodendrocytes,ENSG00000155849,ELMO1,protein_coding,2.63545251,0,,,,,
Oligodendrocytes,ENSG00000155886,SLC24A2,protein_coding,2.973694312,0,,,,,
Oligodendrocytes,ENSG00000156475,PPP2R2B,protein_coding,1.989223343,0,,,,,
Oligodendrocytes,ENSG00000157827,FMNL2,protein_coding,2.282248556,0,,,,,
Oligodendrocytes,ENSG00000160584,SIK3,protein_coding,2.483694212,0,,,,,
Oligodendrocytes,ENSG00000164124,TMEM144,protein_coding,2.796067337,0,,,,,
Oligodendrocytes,ENSG00000164176,EDIL3,protein_coding,2.814490792,0,,,,,
Oligodendrocytes,ENSG00000168314,MOBP,protein_coding,2.976452707,0,,,,,
Oligodendrocytes,ENSG00000169306,IL1RAPL1,protein_coding,2.919292929,0,,,,,
